1 1
10 1
10 3
11 4
14 3
16 2
17 2
19 2
19 4
20 1
20 2
20 2
22 4
23 4
23 4
24 1
24 4
25 1
25 4
27 2
28 1
28 1
28 2
29 3
29 3
30 4
35 4
36 3
38 1
38 4
39 2
39 3
40 1
46 1
46 2
49 1
49 1
51 3
52 4
58 1
58 2
62 4
64 1
66 4
72 2
72 3
72 4
73 4
76 1
76 4
80 4
81 1
82 2
82 2
83 2
83 4
88 4
88 4
89 2
90 3
92 2
93 4
94 4
95 4
95 4
98 2
106 2
107 2
108 2
109 2
109 4
110 2
111 3
112 2
113 3
116 3
116 3
119 1
122 4
126 1
128 3
132 4
133 4
136 1
136 3
139 4
143 3
144 2
148 1
148 1
148 4
150 1
152 3
159 2
159 4
161 2
163 4
166 2
169 1
170 4
173 4
175 3
176 1
177 2
177 2
181 4
189 2
190 1
192 3
193 2
197 4
201 4
205 3
206 4
209 2
212 1
213 4
214 2
215 2
216 3
217 3
221 2
224 1
227 2
228 1
232 3
233 2
234 2
241 1
241 3
242 3
244 1
244 2
244 4
248 1
249 4
253 3
254 2
255 3
256 2
256 4
257 4
259 4
260 4
262 3
267 2
271 2
278 1
278 3
279 1
281 4
282 2
282 3
283 1
286 1
289 2
293 4
295 2
296 2
299 1
300 1
305 3
307 2
312 3
315 1
319 1
319 2
320 1
322 1
328 1
329 2
331 2
331 3
332 1
332 3
333 2
333 3
336 1
336 3
337 1
339 4
340 4
344 3
345 3
348 2
348 3
349 3
354 3
355 3
359 2
363 2
364 2
364 3
365 2
366 4
367 1
367 2
367 3
371 3
374 1
374 3
376 4
379 1
381 2
381 3
385 3
387 1
388 3
388 4
393 1
395 4
396 3
397 4
400 3
400 4
402 2
402 3
405 2
406 3
410 2
410 4
415 3
418 3
419 2
419 4
423 4
426 2
426 2
426 3
430 4
433 3
434 4
436 1
437 2
440 4
441 3
444 2
449 4
451 2
452 1
454 3
454 3
457 1
460 1
461 2
468 3
471 1
471 1
472 4
474 1
474 3
477 3
478 1
481 1
481 1
483 3
484 2
484 4
485 3
486 2
488 4
490 2
491 1
493 3
497 1
497 3
497 4
498 4
502 3
503 3
505 2
506 1
506 2
512 4
518 1
518 3
521 1
521 3
523 1
528 1
528 3
529 2
533 3
534 1
539 3
545 1
546 3
550 1
553 3
555 2
559 2
563 4
567 1
567 2
573 3
575 1
577 4
580 1
582 1
582 2
586 4
588 4
591 1
592 1
592 4
594 4
595 1
595 1
595 4
598 4
600 1
600 2
601 1
601 3
603 1
606 1
606 4
611 4
613 3
614 3
614 4
615 1
618 3
618 4
619 1
620 3
620 3
625 2
625 4
626 2
626 4
629 4
634 1
635 3
636 2
638 1
638 4
640 1
643 2
646 1
647 3
651 4
653 4
654 2
659 2
660 3
661 1
661 4
663 3
665 1
672 4
674 1
686 1
686 3
686 4
691 2
693 1
694 4
694 4
696 2
698 4
700 1
701 1
701 2
702 3
703 2
703 4
705 4
710 2
713 1
714 1
714 4
715 4
716 4
716 4
718 1
719 3
719 4
720 4
726 2
727 1
730 3
732 2
735 2
735 4
740 2
741 1
741 3
745 3
745 4
746 1
746 4
749 1
757 3
760 1
763 3
765 3
767 1
768 1
768 1
768 4
770 3
771 3
773 2
773 4
777 2
778 2
779 1
782 1
784 2
786 4
787 2
788 1
788 4
795 3
799 1
801 2
802 1
802 3
802 3
804 3
806 3
806 4
808 3
809 4
811 4
812 2
814 2
815 1
815 3
819 3
824 1
824 2
825 1
825 1
826 2
827 3
828 3
830 2
833 1
839 4
840 4
842 4
844 3
846 1
846 3
847 2
862 2
862 2
862 4
863 1
863 2
863 3
867 3
875 3
879 2
880 1
882 1
885 3
888 4
889 2
889 4
890 3
891 3
893 1
896 4
898 2
898 4
900 4
901 4
905 2
905 3
907 2
916 3
916 3
916 3
918 4
919 3
919 4
921 1
921 2
923 1
925 3
927 2
928 1
930 1
931 1
931 4
931 4
935 3
937 3
940 2
942 4
943 3
949 1
952 2
953 3
954 2
959 3
960 2
